,comment,sentiment
1942,입에서 살살 녹는 그 맛! 조금달달해서 한 입 더 먹고 싶어지는 마성의 디저트야.,1
1943,이거 진짜 신의 한 수다. 너무 달지 않고 조금달달한 맛이 완전 취향 저격이야. 비주얼도 깔끔해서 눈으로도 한 번 즐기게 됨.,1
1944,"달콤한 게 좋아도 가끔 너무 달면 별로인데, 이건 조금달달해서 자꾸 손이 가네. 가격도 괜찮고, 디저트 좋아하는 사람이라면 한 번쯤 먹어볼 만한 듯!",1
1945,살짝달달한 게 진짜 딱이네! 과하지 않아서 좋다 ㅎㅎ,1
1946,"이거 살짝달달해서 완전 내 스타일임. 너무 달지도 않고, 딱 입에서 녹는 달콤함이랄까? 비주얼도 예쁘고, 향도 은은해서 먹을 때마다 기분 좋아짐. 가격도 이 정도면 혜자임 ㅋㅋ",1
1947,살짝달달한 맛이 ㄹㅇ 최고! 다른 거 필요 없음.,1
1948,"가격 대비 살짝달달한 맛이 대박임. 적당한 달달함 덕분에 질리지 않고 계속 먹게 되네. 향도 좋고, 비주얼도 깔끔해서 자꾸 손이 가는 디저트!",1
1949,살짝달달한 게 완전 중독적이야. 너무 달면 부담스러운데 이건 딱 적당해서 굿굿!,1
1950,신맛이 너무 과해서 먹기 힘들더라... 차라리 다른 거 먹겠음.,0
1951,신맛 덕분에 이거 먹고 나면 얼굴이 자동으로 찡그려짐ㅋㅋㅋ,0
1952,"신데렐라가 먹다가 포크 던졌을 거 같음. 신맛이 전부를 지배하는데, 다른 맛은 어디 간 거냐고ㅠㅠ",0
1953,"신맛이 강해서 비주얼이 아까울 정도예요. 보기엔 예쁜데, 먹기엔 좀...",0
1954,진짜 신맛만 남아서 다른 맛은 다 묻혀버림. 가격도 비싼데 이럴 거면 굳이...?,0
1955,새콤한 맛이 진짜 입안에서 터져서 기분까지 상큼해짐ㅋㅋ,1
1956,"이 디저트의 새콤한 맛은 정말이지 다른 것들과 비교할 수 없을 정도로 독보적이에요. 첫 입에 느껴지는 상큼함과 이어지는 달콤함의 조화가 완벽해서, 한 번 먹으면 계속 손이 가는 마성의 매력을 지니고 있네요.",1
1957,새콤한 맛 덕분에 먹을 때마다 기분이 업됨. 상큼해서 완전 좋음!,1
1958,새콤함이 강해서 그런지 다른 과일보다 더 신선하게 느껴짐. 가격 대비 만족도도 높아서 자주 찾게 될 듯!,1
1959,새콤한 향이 코끝을 자극하면서도 부담스럽지 않아서 좋다. 비주얼도 예쁨! 너무 맛있어요.,1
1960,쓴맛 ㄹㅇ 싫어... 초콜릿인데 왜 이렇게 쓴지 이해 안 감 ㅜㅜ,0
1961,이거 가격은 비싼데 맛은 왜 이렇게 쓴 거냐? 비주얼은 그럴싸했는데 실망...,0
1962,쓴맛 때문에 다른 맛이 잘 안 느껴짐. 달콤한 디저트 먹고 싶은데 이건 좀 아니었음.,0
1963,"비주얼은 괜찮았는데, 첫 입부터 쓴맛이 확 올라와서 깜짝 놀랐어요. 가격 생각하면 다시는 안 살 듯...",0
1964,쓴맛이 너무 강해서 향이나 다른 맛이 묻혀버림. 차라리 다른 걸 사 먹는 게 나을 듯 ㅠㅠ,0
1965,와... 진짜 밍밍하네. 이럴 거면 그냥 물을 마시겠음 ㅠㅠ,0
1966,밍밍한 게 딱 물 탄 것 같아. 돈 아까워서 눈물 남...,0
1967,이거 먹고 난 후에 딴 거 먹어야 할 듯. 맛이 너무 밍밍해서 기억도 안 남음.,0
1968,"밍밍해서 진짜 별로였어요. 다른 디저트는 향도 좋고 맛도 진한데, 이건 그냥 평범했네요.",0
1969,"맛이 밍밍해서 실망... 비주얼은 그럴싸한데, 맛이 전혀 따라오질 않네. 다음엔 다른 걸로 사야겠다.",0
1970,씹싸름한 맛 때문에 나랑은 안 맞음... ㅜㅜ,0
1971,씹싸름한데 단맛도 묘하게 부족함. 다른 디저트 먹을 걸 그랬다.,0
1972,"왜 이렇게 씹싸름하지? 달달할 줄 알았는데 기대와는 다르게 씁쓸해서 좀 실망했음. 비주얼은 괜찮은데, 맛에서 큰 점수를 못 주겠어.",0
1973,씹싸름한 향 때문에 한 입 먹고 바로 포기... 진짜 내가 좋아하는 맛은 아니었어.,0
1974,씹싸름한 게 너무 강해서 다른 맛이 안 느껴짐. 비주얼은 예뻤는데 맛이 너무 아쉬움. 다른 거 먹을 걸.,0
1975,이거 진짜 고소한 게 입에서 살살 녹는다. ㄹㅇ 개맛있음!,1
1976,고소한 맛이 끝내줘요. 다른 거랑은 비교도 안 됩니다. 비주얼도 완전 예쁨!,1
1977,고소한 향이 방금 구운 것처럼 코끝을 스쳐 지나가네요. 가격도 적당해서 자주 먹기 좋습니다.,1
1978,고소함이 터지는 순간 행복해지는 느낌! 다른 디저트보다 훨씬 만족스러워서 계속 손이 가요.,1
1979,고소한 맛이 진짜 미쳤어요. 다른 것보다 훨씬 맛있어서 매일 먹고 싶음. ㅋㅋ,1
1980,맹맹한 맛이라 기대 이하였음... 좀 더 강렬한 맛을 원했는데 ㅜㅜ,0
1981,"맛이 맹맹해서 기대한 거에 비해 실망이 컸어요. 향은 가벼워서 좋았지만, 비주얼이랑 가격에 비해 맛이 부족한 느낌이었어요. 다음에는 다른 걸 골라야겠어요.",0
1982,ㄹㅇ 맹맹한 게 별로였음. 차라리 다른 디저트 먹는 게 나을 듯.,0
1983,"향은 괜찮았는데, 맛이 너무 맹맹해서... 비주얼만 보고 샀다가 낭패 본 듯.",0
1984,"맹맹한 맛이 생각보다 별로였어요. 비주얼은 예뻤지만, 가격 대비 만족도가 떨어졌습니다. 다음엔 다른 걸 선택할게요.",0
1985,슴슴한 맛이 완전 힐링임ㅋㅋ 자극적이지 않아서 먹고 나면 속이 편안해!,1
1986,슴슴한 게 괜찮았어요. 과하지 않은 달달함 덕분에 질리지 않고 계속 먹을 수 있더라고요.,1
1987,"슴슴해서 좋았다. 요즘 디저트들 너무 달아서 부담스러웠는데, 이건 딱 적당하네. 비주얼도 깔끔하고 가격도 착함!",1
1988,슴슴함이란 이런 거지~ 과한 맛 없이 담백하게 끝나는 뒷맛이 매력적임. 가격도 무리 없이 적당해서 자주 사먹을 듯!,1
1989,"와, 슴슴한 게 이렇게 완전 매력적인지 몰랐음ㅋㅋ 강한 맛에 질렸을 때 딱임. 비주얼도 깔끔해서 눈도 즐거움!",1
1990,ㅇㅈ 이건 너무 씁슬함... 진짜 내 기대를 다 무너트렸어ㅠㅠ,0
1991,씁슬한 맛이 너무 강해서 다른 맛이 아예 안 느껴짐. 비주얼은 예쁜데 맛은 완전 실망이야.,0
1992,씁슬한 건 차라리 커피에서만 느끼고 싶다. 디저트에서까지 이럴 줄은 상상도 못 했음;;,0
1993,"아, 이건 좀... 씁슬해서 두 번은 안 사먹을 듯. 가격 대비 너무 실망임.",0
1994,씁슬한 맛 때문에 단맛이 하나도 안 느껴져요. 가격도 착하지 않아서 더 아쉽네요.,0
1995,새콤달콤한 맛이 ㄹㅇ 중독적임! 한 번 먹으면 손을 멈출 수가 없더라ㅋㅋ,1
1996,이거 진짜 완전 새콤달콤 그 자체! 비주얼도 화려해서 먹기 전에 이미 반함. 가격도 괜찮아서 나름 가성비 좋다고 느꼈음.,1
1997,새콤달콤하게 퍼지는 향기가 기분까지 좋아지게 함! ㅋㅋ 다른 디저트보다 상큼함이 더 강해서 취향저격임.,1
1998,"와, 이 정도의 새콤달콤함은 처음임! 다른 것들보다 맛이 훨씬 풍부하고, 비주얼도 너무 예뻐서 먹기 아까웠음.",1
1999,"새콤달콤한 맛 덕분에 입안에서 파티가 열림ㅋㅋ 가격도 착하고, 맛도 좋아서 완전 강추!",1
2000,바삭함 ㄹㅇ 미쳤다.,1
2001,와 이거 바삭한 거 실화냐? 입에서 사르르 녹네.,1
2002,바삭한데 겉은 또 완전 부드러워서 대반전 매력! 진짜 이런 조합은 어케 만드는 거냐? ㅋㅋ 아무튼 비주얼도 오져서 먹기 아까울 정도다.,1
2003,"입안 가득 퍼지는 바삭함, 진짜 행복 그 자체다. ㅋㅋ 게다가 가격도 착해서 가성비 갑 인정? ㅇㅈ!",1
2004,바삭한데 또 부드러운 이 조화... 향도 은은하게 퍼지는 게 넘 좋다. 이 가격에 이런 퀄리티면 매일 사먹어도 될 듯! ㅋㅋ 완전 강추!,1
2005,"와, 이거 바삭함 ㄹㅇ!",1
2006,바삭바삭하니 기분까지 좋아지네 ㅋㅋ,1
2007,"이건 그냥 바삭한 정도가 아니라, 손이 자꾸 가는 그 바삭함이야. 진짜 입에서 소리까지 제대로 난다니까! 맛도 완전 깔끔해서 자꾸 먹게 되네~ ㅋㅋ 가격도 생각보다 괜찮아서 가성비 ㄱㅊ은 듯!",1
2008,바삭함이 내 인생을 바꿔버림. ㅋㅋ,1
2009,"이거 바삭한 거 인정? 입에 넣자마자 '와, 대박' 소리 나오는 거 실화냐? 게다가 향도 은은하게 퍼지는데, 먹는 내내 행복함 폭발! 가격도 나쁘지 않아서 계속 사먹을 예정 ㅋㅋ",1
2010,바삭하니 완전 내 취향이네 ㅋㅋ,1
2011,"와 진짜 바삭하네, 소리만 들어도 침 고인다 ㄷㄷ",1
2012,바삭한 게 입에서 완전 파티 터짐! 이거 먹고 나니까 기분 업됨 ㅋㅋ 비주얼도 대박이라 인스타 각이야. ㅇㅈ?,1
2013,이건 진짜 바삭함의 정석이야! 한 입 베어 물면 그 소리만으로도 스트레스가 사라지는 마법 같은 기분이랄까? 게다가 맛도 완전 고퀄이라 안 좋아할 수가 없다 ㅋㅋ,1
2014,"바삭한 식감 덕분에 씹을 때마다 소리가 짜릿하게 느껴져! 그리고 맛도 딱 알맞게 간이 잘 돼 있어서 먹을수록 손이 자꾸 가는 그런 맛이야. 가격도 적당해서 가성비 갑이다, 강추!",1
2015,바삭ㅋㅋ,1
2016,와 이거 바삭함 대박인데? 진짜 식감 하나는 끝내준다!,1
2017,바삭한데 입안에 들어가면 사르르 녹는 느낌이야 ㅜㅜ 감동!,1
2018,"겉은 완전 바삭하고 속은 촉촉해서 진짜 최고다! 비주얼도 완전 먹음직스럽고, 가격도 착해서 가성비 갑이네. 이런 거 어디서 또 찾겠냐 ㄹㅇㅋㅋ",1
2019,"이거 바삭한 소리 듣고 있으면 스트레스가 다 풀린다. 맛도 깔끔하고, 향도 은은하게 퍼져서 기분까지 좋아지는 느낌! 이런 음식은 진짜 자주 먹어줘야 돼. ㅋㅋ",1
2020,바삭바삭한 거 인정? ㄹㅇ 미쳤다 ㅋㅋ,1
2021,"와, 이거 진짜 바삭한데? 완전 대박이야 ㅋㅋ",1
2022,바삭함이 장난 아님 ㄷㄷ 진짜 이 정도면 다른 거 필요 없음 ㅠㅠ,1
2023,바삭한 식감에 고소한 맛까지 더해지니까 어쩔 수 없이 손이 계속 가는 맛임. 솔직히 이 가격에 이 정도 퀄리티면 개이득 아닌가 싶다. ㅋㅋ 담에 또 사먹어야지!,1
2024,"이거 바삭함이 그냥 예술임. 냄새도 고소하고, 비주얼도 완전 취향저격인데, 이 정도면 가격이 조금 비싸도 전혀 아깝지 않음. 먹을 때마다 기분이 좋아지는 마법의 맛이랄까? ㅎㅎ",1
2025,바삭함 ㄹㅇ 대박ㅋㅋ,1
2026,진짜 바삭한데? 개쩐다!,1
2027,"와, 이거 바삭함이 ㄹㅇ 미쳤다. 입에 넣자마자 바사삭 터지는 소리가 완전 ASMR 급임ㅋㅋ",1
2028,"바삭바삭한 식감에 고소한 맛까지 더해져서 먹는 내내 행복함ㅠㅠ 거기에 비주얼까지 예뻐서 보는 재미도 쏠쏠하고, 가격도 착해서 지갑 부담도 ㄴㄴ!",1
2029,"바삭함이 장난 아님ㅋㅋ 한입 베어 물 때마다 느껴지는 소리와 식감이 완전 대박이야. 게다가 씹을수록 고소한 향이 입안에 퍼지는데, 비주얼도 예뻐서 사진 찍어 올리기 딱 좋음! 맛, 향, 식감, 비주얼까지 완벽한 조합임. ㅇㅈ? ㅋㅋ",1
2030,바삭바삭해서 개좋아ㅋㅋ,1
2031,이거 진짜 바삭한데? ㄹㅇ 대박임!,1
2032,와 이거 바삭한 소리 들리냐? 식감 미쳤다 진짜. 바삭바삭한 게 입안에서 파티 여는 느낌ㅋㅋ,1
2033,바삭한 식감 덕분에 먹을 때마다 기분 업업! 맛도 좋고 향도 솔솔~ 완전 만족스러운 간식이야. 가격도 합리적이라 매일 사먹어도 부담 없겠어ㅎㅎ,1
2034,"바삭한 게 완전 대박이야! 한입 베어물면 바삭한 소리랑 함께 고소한 맛이 확 퍼지는데, 비주얼도 깔끔해서 사진 찍어두고 싶다. 이런 과자는 진짜 언제 먹어도 행복해지는 듯! ㅋㅋ",1
2035,와 진짜 바삭함 ㄹㅇ 대박.,1
2036,바삭바삭함이 입에서 춤추는 느낌ㅋㅋ,1
2037,"이거 바삭한 거 실화냐? 먹자마자 바로 입에서 사라지는데, 진짜 고소하고 풍미 폭발! 비주얼은 또 왜 이리 예쁘냐, 가격도 착해서 맘에 든다. 완전 대존맛 인정!",1
2038,바삭함에 감동해서 눈물남 ㅜㅜ,1
2039,"바삭한데 고소한 향까지 나서, 한 입 먹고 기분 업됨! 이 정도 맛과 식감이라면 가격은 전혀 아깝지 않음. 진짜 파는 데 있으면 매일 갈 듯ㅋㅋ",1
2040,바삭하네 ㅋㅋ,1
2041,이거 진짜 바삭바삭함의 끝판왕!,1
2042,ㄹㅇ 바삭하다... 소리 듣고 반했다 ㅜㅜ,1
2043,"바삭한데 안에 촉촉한 거 실화냐? 이거 완전 혁명이네! 향도 은은하고 비주얼까지 잡았다, 가격도 괜찮아서 또 사고 싶어짐 ㅋㅋ",1
2044,"바삭함이 입안에서 폭발함 ㅋㅋ 근데 그 와중에 맛은 또 어쩜 그렇게 조화롭냐? 진짜 젤 잘 만든 거 같아, 가격도 혜자급이라 안 살 이유가 없음 ㄹㅇ!",1
2045,진짜 바삭함 대박,1
2046,"와, 이거 진짜 바삭바삭하네 ㅋㅋ",1
2047,바삭한데다가 맛까지 완전 꿀맛이야! 향도 좋고 비주얼도 예술 수준 ㄷㄷ 가격도 나쁘지 않아서 가성비 최강템 인정! ㅎㅎ,1
2048,"이거 바삭함이 남다른데? 진짜 입에서 소리가 날 정도로 바삭바삭! 맛도 완전 짱이고, 특히 가격도 착해서 가성비 최고야. 결론: 살 가치 100%! ㅋㅋ",1
2049,"바삭바삭한 게 완전 예술이다. 맛도 좋고, 향도 기가 막혀서 먹는 내내 행복했어 ㅠㅠ 비주얼도 합격이고, 가격 대비 퀄리티가 진짜 대박이네! ㅎㅎ",1
2050,바삭함 미쳤다 ㅋㅋ,1
2051,와... 이거 바삭한 거 실화냐? 진짜 입에서 소리 나는 게 레알 대박이야 ㅋㅋ,1
2052,"바삭바삭한 식감이 입안에서 춤추는 중! 맛도 굿굿~ 비주얼은 좀 평범하지만, 가격 대비 퀄리티는 ㅇㅈ!",1
2053,"이거 먹으면 바삭한 소리 때문에 주변이 다 쳐다볼 듯 ㅋㅋ 맛도 진짜 개쩔어! 향도 구수한 게 기분까지 좋아져서, 가격이 좀 비싸도 아깝지 않더라 ㄹㅇ~",1
2054,"바삭한데 고소한 맛까지 난다니, 이건 진짜 혁명이야. ㅋㅋ 비주얼도 깔끔하고 가격도 착한 편이라서 자주 사 먹게 될 듯!",1
2055,바삭함 대폭발!,1
2056,"와, 바삭한 이 식감 진짜 미쳤다 ㅋㅋ",1
2057,이거 바삭해서 계속 손이 가는 맛임. 중독성 개쩜!,1
2058,바삭바삭한 식감 덕분에 입안에서 파티 열리는 기분이야! 그리고 고소한 향이 코끝에 스쳐서 더 맛있당 ㅋㅋ 가격도 착해서 가성비까지 챙김. ㅇㅈ?,1
2059,"첫 입부터 바삭한 소리가 귀를 즐겁게 하고, 씹을 때마다 퍼지는 고소한 맛은 진짜 대박이야. 비주얼도 완전 먹음직스럽고, 가격까지 합리적이라 자주 먹게 될 듯 ㅋㅋㄹㅇ 강추!",1
2060,바삭함 ㄹㅇ 미쳤다!,1
2061,오우~ 바삭함이 ㄹㅇ 예술임ㅋㅋ,1
2062,바삭한 식감 덕분에 먹을 때마다 기분이 업된다니까? 그리고 이게 또 비주얼도 만점이라서 먹기 전부터 마음이 설렘ㅋㅋ 가격도 나쁘지 않아서 가성비 짱짱~!,1
2063,바삭한데 겉은 또 적당히 크리스피한 느낌? 진짜 식감 신세계다 ㄷㄷ,1
2064,"바삭한 소리 들으면서 먹으면 스트레스가 다 풀리는 기분임! 맛도 완전 쩔어~ 향도 은은하게 퍼지는데다가, 비주얼까지 완벽해서 인스타 각ㅋㅋ 가격도 나름 합리적이라 매일 먹어도 부담 없음!",1
2065,바삭함 ㄹㅇ 대박!,1
2066,진짜 바삭바삭한데? 대박이야 ㅋㅋ,1
2067,"와, 이거 바삭하다 못해 입에서 춤추는 느낌임! ㅅㅌㅊ!",1
2068,"바삭한 게 이 정도면 진짜 예술이다. 맛도 완전 짱인데, 가격까지 착해서 주머니가 안 아픔ㅋㅋ 이건 뭐 가성비 끝판왕이네!",1
2069,"바삭함이 입안에서 파티를 벌임. 맛은 기본이고 비주얼도 한 몫 하는데, 향까지 좋으니 이게 바로 삼박자 완성임. 다시 먹으러 가야겠음 ㅋㅋㅋ",1
2070,바삭함 최고! ㅋㅋ,1
2071,"우와, 이거 진짜 바삭하다! 감동이야.",1
2072,"와, 이거 바삭한데도 촉촉함 유지하는 거 실화냐? 완전 신세계다 ㄷㄷ 맛도 좋고 비주얼도 합격! ㅎㅎ",1
2073,바삭바삭하면서 입안에서 터지는 소리까지 들릴 정도로 짜릿해! 거기에 향도 은은하게 퍼져서 기분까지 좋아짐 ㅋ 가격도 별로 안 비싸서 자주 사 먹을 듯! ㅋㅋ,1
2074,"바삭한 그 느낌이랄까? 입에 넣자마자 사르르 녹으면서도 바삭함이랑 맛이 넘 조화로워서 감동... 진짜 ㄹㅇ 개맛있다! 향도 달달하니 좋고, 가격도 부담 없어서 ㄹㅇ 갓성비 인정! ㅎㅎ",1
2075,바삭함 ㄹㅇ 지리네 ㅋㅋ,1
2076,진짜 바삭바삭해서 먹는 내내 행복했음!,1
2077,와 바삭한데 이게 왜케 맛있냐 진짜 미쳤다 ㅠㅠ,1
2078,바삭한 식감이 입안에서 춤추는 느낌이야. 게다가 맛도 진짜 개좋아서 멈출 수가 없네! 비주얼도 쩔어서 사진찍기 딱이더라. 가격은 좀 쎄지만 그만한 값어치 충분!,1
2079,"이거 바삭한 소리 들으면서 먹으니까 스트레스 풀리는 느낌이야. 향도 너무 좋아서 먹기 전에 코부터 즐겁게 만들어주고, 맛도 완전 대박이라서 또 먹고 싶어지는 마법의 간식이랄까 ㅋㅋ 가격은 살짝 부담이지만 그만큼 만족도가 높아서 ㅇㅈ!",1
2080,바삭함이 미쳤다 ㄹㅇ!,1
2081,이거 진짜 바삭바삭한데? ㅋㅋ,1
2082,바삭함에 눈물남 ㅜㅜ 완전 행복.,1
2083,"와 이거 빵이 바삭한데 안은 촉촉하네, 비주얼도 진짜 끝내준다. 한입 먹으면 입안에서 완전 폭신폭신한 파티가 열리는 느낌이랄까? 가격도 생각보다 괜찮아서 가성비 ㄹㅇ 인정!",1
2084,"바삭함 하나로 이 정도면 ㄹㅇ 대박이지~ 맛도 훌륭하고 향도 은은하게 퍼져서 먹을 때마다 기분까지 좋아지는 느낌! ㅋㅋ 비주얼도 완전 예쁘고, 생각보다 저렴해서 가성비까지 챙긴 듯!",1
2085,바삭함 미쳤음 ㄹㅇ,1
2086,와... 이거 바삭한 거 실화냐? ㄷㄷ,1
2087,바삭바삭한 식감에 한입 먹자마자 입안에서 춤을 추는 듯한 느낌이야. 진짜 너무 맛있어서 행복함 ㅋㅋ 게다가 맛도 조화롭고 비주얼도 예술이라 가격이 아깝지 않더라!,1
2088,바삭해서 먹을 때마다 기분 업~! ㅇㅈ?,1
2089,겉은 바삭한데 속은 촉촉한 이 조합... 진짜 신이 내린 레시피다. 게다가 향이랑 맛까지 완벽해서 이거 한 입 먹고 나면 다른 거 못 먹음 ㅜㅜ 가격도 착해서 자주 사먹을듯!,1
2090,바삭하네! ㅋㅋ,1
2091,이거 바삭해서 대박임! ㄹㅇ,1
2092,"와, 이거 진짜 바삭해서 입안에서 난리난다ㅋㅋ 너무 맛있어!",1
2093,"바삭한 게 입에서 춤추는 느낌이랄까? ㅋㅋ 맛도 깔끔하고 향도 기분 좋아서 계속 손이 가더라. 가격도 적당해서 부담 없고, 다들 꼭 먹어보셈!",1
2094,바삭함이 장난 아니네~ 겉은 바삭하고 속은 촉촉한 그 조합이 미쳤다! 한 번 먹으면 멈출 수 없는 그 맛! 향도 너무 좋아서 냄새만 맡아도 침 나옴ㅋㅋ 가격도 착해서 완전 강추!,1
2095,바삭함 실화냐? ㅋㅋ,1
2096,"와, 이거 진짜 바삭바삭하네. 대박!",1
2097,"바삭함이 진짜 미쳤다. 이거 먹으면 기분까지 좋아짐 ㅋㅋ 가격도 착해, 가성비 굿!",1
2098,"이 음식은 바삭한 식감 덕분에 한 번 맛보면 멈출 수가 없더라. 게다가 향도 정말 좋아서, 먹는 내내 행복했음. ㄹㅇ 강추!",1
2099,"와우, 이거 완전 바삭하고 식감이 미쳤음 ㅋㅋ 게다가 맛도 너무 좋아서 자꾸 손이 가더라. 비주얼도 깔끔하고 가격도 적당하니까, 이건 진짜 안 먹으면 손해임. ㅇㅈ? ㅋㅋ",1
2100,"쫀득쫀득, 이거지!",1
2101,"와, 쫀득함에 심장 녹아내림 ㅋㅋ",1
2102,"진짜 쫀득한 게 미쳤다, 이거 먹으면 다른 건 못 먹음 ㄹㅇ ㅜㅜ",1
2103,"비주얼부터 맛까지, 쫀득한 식감이 입안에서 춤춤ㅋㅋㅋ 가격도 착해서 망설일 필요 없음! 이거 먹고 기분 업~",1
2104,"이거 진짜 쫀득함 대박! 입에 들어가는 순간 쫀득쫄깃한 식감이 입안을 사로잡고, 달달한 향이 기분 좋게 스며들어~ 비주얼도 예뻐서 눈도 즐겁고, 가격마저 착해서 더할 나위 없음! ㅇㅈ? ㅋㅋ",1
2105,쫀득함 ㄹㅇ 미쳤다 ㅋㅋ,1
2106,쫀득한데 이거? 식감 장난 아님 ㄷㄷ,1
2107,"쫀득함의 끝판왕! 이 식감은 진짜 중독성 쩐다 ㅋㅋ 맛도 달달하고 향도 은은해서 계속 먹게 됨. 비주얼도 깔끔하고, 가격도 착해서 가성비 최고!",1
2108,쫀득한 식감 완전 매력적이야! ㅜㅜ 이거 먹으면 기분까지 좋아지는 느낌. 달달한 맛까지 더해져서 입안에서 사르르 녹아버림. 가격도 나쁘지 않아서 가끔 사먹기 딱 좋음!,1
2109,쫀득쫀득한데 이거 완전 내 스타일! ㅇㅈ? 맛도 존맛탱이고 향도 완전 좋아서 먹을 때마다 행복해짐. 비주얼도 깔끔해서 보기만 해도 힐링되는 느낌! 가격도 이 정도면 괜찮은 듯.,1
2110,쫀득~쫀득! 완전 내 스타일임ㅋㅋ,1
2111,식감이 진짜 쫀득해서 한 입 먹고 감동의 도가니탕 ㄷㄷ,1
2112,와 이거 쫀득한게 입에서 춤추는 느낌이야. 식감이랑 맛 둘 다 개쩔음!,1
2113,"쫀득쫀득한 식감이 입안에서 놀아나는데, 거기에 달달한 맛까지 더해져서 행복지수 급상승ㅠㅠ 비주얼도 완전 예뻐서 눈으로도 한 번 먹고 입으로도 두 번 먹는다. 가격도 착해서 강추!",1
2114,"쫀득한 식감에 감동해서 눈물 날 뻔... 진짜 이거 먹으려고 몇 번이나 재방문했는지 모름. 맛도 좋고 향도 은은하게 퍼지는데, 가격까지 착해서 ㄹㅇ 혜자템이네. ㅇㅈ?",1
2115,"와, 이거 쫀득함 실화냐? ㅋㅋ",1
2116,쫀득한 정도가 일반적이지 않음... 입안에서 춤추는 기분이랄까 ㅋㅋ,1
2117,"진짜 쫀득함이란 이런 것인가 싶을 정도로, 입안에 넣자마자 퍼지는 그 감촉이 미쳤음. 맛도 딱 내 스타일이라 더 좋았고, 색감도 예뻐서 먹기 전에 눈으로 한번 더 즐길 수 있었어. 가격도 이 정도면 나름 합리적이라 ㄱㅊ더라 ㅎㅎ",1
2118,"쫀득한데 달달한 맛이랑 향이 어우러지니까, 그냥 천국이 따로 없음. ㄹㅇ.",1
2119,"비주얼부터 쫀득해보여서 기대했는데, 입에 넣으니까 기대 이상이었어. 향도 진짜 좋고, 이 가격에 이런 퀄리티라니 ㄷㄷ. 완전 다시 사고 싶어지는 맛이야! ㅇㅈ? ㅎㅎ",1
2120,쫀득~! 완전 내 스타일 ㅋㅋ,1
2121,"와, 이거 쫀득한 거 실화냐? ㄹㅇ 대박임!",1
2122,쫀득한 식감에 달달한 맛까지 완벽한 조합. 진짜 이게 바로 행복이지 뭐~ ㅋㅋ,1
2123,"쫀득함이 입안에 착 달라붙는데, 달콤한 향이 잔잔하게 퍼지면서 기분까지 좋아짐. 가격도 나쁘지 않아서 자주 사먹을듯 ㅋㅋ",1
2124,"쫀득쫀득한 식감이 넘 매력적인데, 비주얼도 완전 예뻐서 눈까지 즐거움. 맛은 기본적으로 달콤하면서도 살짝 상큼한 느낌이 있어서 질리지 않음! 가격도 합리적인 편이라 가성비 굿굿! ㅎㅎ",1
2125,쫀득~! ㅇㅈ?,1
2126,와 이거 쫀득한데? 먹으면서 자꾸 웃음 나오는 맛이야 ㅋㅋ,1
2127,쫀득한 식감에 달달한 맛까지 더해지니까 완전 조합이 미쳤음! 비주얼도 예뻐서 사진 찍을 맛 나더라. 가격도 생각보다 괜찮아서 가성비 갑임 ㅎㅎ,1
2128,"쫀득쫀득한 식감에 홀딱 반했어! 진짜 입에서 녹아내리면서 달콤한 향까지 퍼지는데, 이건 무조건 먹어봐야 해!",1
2129,이거 쫀득한데 향도 완전 좋음! 비주얼도 깔끔해서 인스타에 올리면 딱일 듯. 가격도 부담 없어서 친구들이랑 같이 먹기 딱 좋더라! ㅋㅋ,1
2130,쫀득~ 개조앟아!,1
2131,와 진짜 쫀득함이 대박ㅋㅋ,1
2132,쫀득한 식감에 완전 반했음. ㄹㅇ 최고!,1
2133,"쫀득한 식감이 입안에서 춤추는 거 실화냐? 맛도 진짜 개쩔고, 향까지 완벽해서 한 번 먹으면 계속 손이 가는 마성의 음식임. 가격도 나름 괜찮아서 자주 사먹고 싶어ㅋㅋ",1
2134,쫀득쫀득한 거 한 입 먹을 때마다 행복이 차오름 ㅜㅜ 맛도 달달하고 비주얼까지 깔끔해서 보는 순간 입맛 도는 마법의 음식! ㅇㅈ? ㅋㅋ,1
2135,쫀득함 ㅈㄴ 최고!,1
2136,이거 쫀득한 식감 ㄹㅇ 대박이야 ㅋㅋ,1
2137,"쫀득함이 입에서 계속 맴도는데, 진짜 다른 거 못 먹겠다 ㅠㅠ",1
2138,"와, 이거 쫀득쫀득한 거 미쳤다... 식감은 물론이고 맛도 달달하니 기분 좋아지게 만드네 ㅎㅎ 가격도 괜찮아서 자주 산다 ㄹㅇ",1
2139,"쫀득함이 매력 뿜뿜하는데, 비주얼도 포기 안 했어! 딱 한입 먹으면 기분 업되면서 향도 은은하게 퍼지는 게 넘 좋아서 계속 손이 가네 ㅋ 가격도 착해서 가성비 굿굿!",1
2140,쫀득한 거 인정? ㅋㅋ,1
2141,이거 쫀득쫀득해서 계속 손이 가네 ㄹㅇ,1
2142,쫀득하니까 먹을 때마다 행복해짐 ㅠㅠ,1
2143,쫀득함이 치트키임ㅋㅋ 이거 먹으면 진짜 기분 업됨! 비주얼도 완전 대박이라 눈도 입도 호강하는 느낌임. 가격도 착해서 자주 사먹을 듯!,1
